timesteps,mean_rewards,std_rewards
30000,-108.77133264581789,2.030139452159271
60000,-100.66839306895854,2.4813535130113715
90000,-62.41079195275499,54.08326353412523
120000,-36.785856803218316,50.11020334387729
150000,-11.696242482278105,28.883082175380448
180000,1.0592066464079988,2.468784248390933
210000,-1.6302095104344776,0.8706199979550759
240000,-34.482467830993144,48.61788835451897
270000,-0.940819773628002,0.722580793208142
300000,1.4089713598800102,1.8216147727838718
330000,-1.2130057503684704,0.6983458284698814
360000,0.6383126977852427,1.5669449193220664
390000,-0.47297828566017464,0.35390477064088943
420000,-1.440639633930914,0.9660929144265368
450000,2.114585833432668,1.5371405417285677
480000,-0.39193132729186786,0.8162653409683653
510000,-2.1219712262840504,0.8895824369408155
540000,-30.834039017924773,46.869826531428565
570000,-1.2180152784910465,3.0540314170943605
600000,-2.2625745006127085,0.722103887336624
630000,-33.42460268736077,46.10493365865849
660000,-1.8971167178825212,2.6225387776991744
690000,0.8828202116248022,1.0720324257563283
720000,0.02141087728137734,1.0613951182702
750000,1.492478005367878,0.733928857205619
780000,2.197068160934114,0.9144844921221091
810000,1.7433707093082365,0.7466356775560044
840000,0.8766179891030716,3.979617112012893
870000,-0.1983513329667705,2.329616842682518
900000,2.408551633040299,0.906467492859894
930000,2.3184080136922796,0.7300751411807759
960000,1.8952107672518568,0.12195501323350112
990000,0.5837991712634579,1.708501809666671
1020000,-2.1522067673040555,0.6049541535241935
1050000,0.7751189417228461,1.2164707848508256
1080000,-1.057302727658929,2.679885583772534
1110000,1.6337596066698032,0.7524732860171365
1140000,0.40422411280423987,0.5838214340420239
1170000,-0.04230156123397455,0.5187351450479878
1200000,-30.08439706684897,46.54117359531877
1230000,0.5171635122033071,0.5181868139634545
1260000,0.05947745874287884,0.2576640771374356
1290000,-0.8194396678561284,2.149489672647759
1320000,-0.5702213517651101,1.5468869565804209
1350000,-39.36299198784375,49.433928266003846
1380000,0.5952523424443072,0.7411759060944122
1410000,0.6785413491642259,0.5025779478787891
1440000,-32.948570940849436,48.4851528267466
1470000,-3.5924771984954864,2.2118448861557143
1500000,-33.97409780893874,50.765151236565046
1530000,-9.549137278361759,29.41926155940717
1560000,-33.00959416169269,50.592776851729255
1590000,-0.1477699090763381,1.143965248331224
1620000,-30.833928090125607,47.301318340993355
1650000,-1.541079390234899,0.47001788135516115
1680000,-76.16454799903804,50.348961284866824
1710000,0.40985858068283676,1.5227990690337612
1740000,-0.5355066105356834,2.2366174421768834
1770000,-9.709916930315757,31.94603237237624
1800000,-0.46952492672577295,0.6556979777521869
1830000,0.23367824573296714,0.3752810883768193
1860000,1.3578432377108354,1.3054629088597836
1890000,0.7098948103819896,0.4675660759205853
1920000,0.7583501536854161,1.0641222858195152
1950000,0.14821583925104548,1.5226056652494386
1980000,0.34738487955946074,0.5821147974403129
